,Eff Gas Day/Eff Time,TSP Name,CycleDesc,Loc Purp Desc,Loc,Loc Name,Loc Zn,Loc (Segment),Design Capacity,Operating Capacity,Total Scheduled Quantity,Operationally Available Capacity,IT,Flow Ind,All Qty Avail,Qty Reason,TimeStamp
221,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900007,WISC ELE/NGPL GENOA CITY #2 MC HENR,6.0,29.0,"54,705","54,705",0,0,N,D,Y,,2025-04-26 10:40:07
222,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900008,WISC ELE/NGPL GENOA CITY #1 MC HENR,6.0,29.0,"54,741","54,741",0,0,N,D,Y,,2025-04-26 10:40:07
223,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900009,NICORGAS/NGPL HEBRON MC HENRY      ,6.0,29.0,"3,479","3,479",0,0,N,D,Y,,2025-04-26 10:40:07
224,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900011,NICORGAS/NGPL BELVIDERE BOONE      ,6.0,29.0,"67,878","67,878",0,0,N,D,Y,,2025-04-26 10:40:07
225,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900012,NICORGAS/NGPL ROCKFORD WINNEBAGO   ,6.0,29.0,"400,249","400,249",0,0,N,D,Y,,2025-04-26 10:40:07
226,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900013,NICORGAS/NGPL SYCAMORE DE KALB     ,6.0,29.0,"185,660","185,660",0,0,N,D,Y,,2025-04-26 10:40:07
227,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900014,NICORGAS/NGPL KINGS OGLE           ,6.0,29.0,"6,973","6,973",0,0,N,D,Y,,2025-04-26 10:40:07
228,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900015,NICORGAS/NGPL ROCHELLE OGLE        ,6.0,29.0,"41,307","41,307",0,0,N,D,Y,,2025-04-26 10:40:07
229,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900016,NICORGAS/NGPL OREGON OGLE          ,6.0,29.0,"10,605","10,605",0,0,N,D,Y,,2025-04-26 10:40:07
230,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900018,NICORGAS/NGPL DIXON LEE            ,6.0,29.0,"35,399","35,399",0,0,N,D,Y,,2025-04-26 10:40:07
231,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900019,NICORGAS/NGPL SOUTH DIXON LEE      ,6.0,29.0,"33,186","33,186",0,0,N,D,Y,,2025-04-26 10:40:07
232,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900021,NICORGAS/NGPL ROCK FALLS LEE       ,6.0,29.0,"104,047","104,047",0,0,N,D,Y,,2025-04-26 10:40:07
233,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900022,NICORGAS/NGPL TAMPICO WHITESIDE    ,6.0,29.0,"10,605","10,605",0,0,N,D,Y,,2025-04-26 10:40:07
234,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900024,NICORGAS/NGPL PROPHETSTOWN HENRY   ,6.0,29.0,"8,479","8,479",0,0,N,D,Y,,2025-04-26 10:40:07
235,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900025,NICORGAS/NGPL GENESEO HENRY        ,6.0,29.0,"11,228","11,228",0,0,N,D,Y,,2025-04-26 10:40:07
236,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900026,NICORGAS/NGPL MORRIS GRUNDY        ,6.0,14.0,"33,953","33,953",0,0,N,D,Y,,2025-04-26 10:40:07
237,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900028,NICORGAS/NGPL WEDRON LA SALLE      ,6.0,14.0,"157,860","157,860",0,0,N,D,Y,,2025-04-26 10:40:07
238,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900029,NICORGAS/NGPL OTTAWA LA SALLE      ,6.0,14.0,"67,263","67,263",0,0,N,D,Y,,2025-04-26 10:40:07
239,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900030,AMER IL/NGPL LA SALLE #2 LA SALLE  ,6.0,14.0,"64,239","64,239",0,0,N,D,Y,,2025-04-26 10:40:07
240,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900032,AMER IL/NGPL LA SALLE #4 LA SALLE  ,6.0,14.0,"67,373","67,373",0,0,N,D,Y,,2025-04-26 10:40:07
241,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900033,AMER IL/NGPL LADD BUREAU           ,6.0,14.0,"3,504","3,504",0,0,N,D,Y,,2025-04-26 10:40:07
242,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900036,AMER IL/NGPL HOLLOWAYVILLE BUREAU  ,6.0,14.0,"3,487","3,487",0,0,N,D,Y,,2025-04-26 10:40:07
243,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900037,AMER IL/NGPL DOVER BUREAU          ,6.0,14.0,"1,218","1,218",0,0,N,D,Y,,2025-04-26 10:40:07
244,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900038,NICORGAS/NGPL PRINCETON BUREAU     ,6.0,14.0,"16,959","16,959",0,0,N,D,Y,,2025-04-26 10:40:07
245,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900039,AMER IL/NGPL WYANET BUREAU         ,6.0,14.0,"3,483","3,483",0,0,N,D,Y,,2025-04-26 10:40:07
246,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900040,AMER IL/NGPL MANLIUS BUREAU        ,6.0,14.0,"1,218","1,218",0,0,N,D,Y,,2025-04-26 10:40:07
247,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900042,AMER IL/NGPL MINERAL BUREAU        ,6.0,14.0,"1,218","1,218",0,0,N,D,Y,,2025-04-26 10:40:07
248,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900043,AMER IL/NGPL KEWANEE HENRY         ,6.0,14.0,"45,195","45,195",0,0,N,D,Y,,2025-04-26 10:40:07
249,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900044,AMER IL/NGPL ATKINSON HENRY        ,6.0,14.0,"1,149","1,149",0,0,N,D,Y,,2025-04-26 10:40:07
250,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900045,NICORGAS/NGPL SOUTH GENESEO HENRY  ,6.0,14.0,"2,977","2,977",0,0,N,D,Y,,2025-04-26 10:40:07
251,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900046,MIDAMER/NGPL MOLINE #4 HENRY       ,6.0,14.0,"27,658","27,658",0,0,N,D,Y,,2025-04-26 10:40:07
252,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900047,MIDAMER/NGPL MOLINE #3 HENRY       ,6.0,14.0,"77,787","77,787",0,0,N,D,Y,,2025-04-26 10:40:07
253,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900048,MIDAMER/NGPL MOLINE #1 ROCK ISLAND ,6.0,14.0,"100,149","100,149",0,0,N,D,Y,,2025-04-26 10:40:07
254,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900049,MIDAMER/NGPL MOLINE #2 ROCK ISLAND ,6.0,14.0,"139,155","139,155",0,0,N,D,Y,,2025-04-26 10:40:07
255,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900050,AMER IL/NGPL SHERRARD ROCK ISLAND  ,6.0,14.0,"2,324","2,324",0,0,N,D,Y,,2025-04-26 10:40:07
256,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900051,MIDAMER/NGPL TYLR RDGE ROCK ISLAND ,6.0,14.0,433,433,0,0,N,D,Y,,2025-04-26 10:40:07
257,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900052,MIDAMER/NGPL ANDALUSIA ROCK ISLAND ,6.0,14.0,"3,299","3,299",0,0,N,D,Y,,2025-04-26 10:40:07
258,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900053,MIDAMER/NGPL DAVENPORT SCOTT       ,6.0,14.0,"285,295","285,295",0,0,N,D,Y,,2025-04-26 10:40:07
259,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900054,MIDAMER/NGPL EDGINGTON ROCK ISLAND ,6.0,14.0,"3,614","3,614",0,0,N,D,Y,,2025-04-26 10:40:07
260,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900057,IPLC/NGPL MUSCATINE#3 MUSCATINE    ,6.0,14.0,"33,662","33,662",0,0,N,D,Y,,2025-04-26 10:40:07
261,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900060,IPLC/NGPL MUSCATINE#1 MUSCATINE    ,6.0,14.0,"4,050","4,050",0,0,N,D,Y,,2025-04-26 10:40:07
262,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900061,IPLC/NGPL MUSCATINE#2 MUSCATINE    ,6.0,14.0,"38,613","38,613",0,0,N,D,Y,,2025-04-26 10:40:07
263,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900062,IPLC/NGPL LETTS MUSCATINE          ,6.0,14.0,"1,640","1,640",0,0,N,D,Y,,2025-04-26 10:40:07
264,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900063,IPLC/NGPL CONESVILLE MUSCATINE     ,6.0,14.0,"15,640","15,640",0,0,N,D,Y,,2025-04-26 10:40:07
265,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900064,IPLC/NGPL COLUMBUS JCT MUSCATINE   ,6.0,14.0,"10,605","10,605",0,0,N,D,Y,,2025-04-26 10:40:07
266,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900065,IPLC/NGPL AINSWORTH WASHINGTON     ,6.0,14.0,544,544,0,0,N,D,Y,,2025-04-26 10:40:07
267,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900067,MIDAMER/NGPL CEDR RAP#1 WASHINGTON ,6.0,14.0,"82,478","82,478",0,0,N,D,Y,,2025-04-26 10:40:07
268,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900069,IPLC/NGPL KALONA WASHINGTON        ,6.0,14.0,"3,487","3,487",0,0,N,D,Y,,2025-04-26 10:40:07
269,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900070,IPLC/NGPL W CHESTER WASHINGTON     ,6.0,14.0,615,615,0,0,N,D,Y,,2025-04-26 10:40:07
270,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900071,BRIGHTON/NGPL WA                   ,6.0,14.0,"3,487","3,487",72,"3,415",N,D,Y,,2025-04-26 10:40:07
271,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900072,WELLMAN/NGPL WAS                   ,6.0,14.0,"3,487","3,487",85,"3,402",N,D,Y,,2025-04-26 10:40:07
272,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900073,IPLC/NGPL KEOTA KEOKUK             ,6.0,14.0,"15,259","15,259",0,0,N,D,Y,,2025-04-26 10:40:07
273,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900074,IPLC/NGPL ENGLISH KEOKUK           ,6.0,14.0,"21,234","21,234",0,0,N,D,Y,,2025-04-26 10:40:07
274,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900075,IPLC/NGPL HARPER KEOKUK            ,6.0,14.0,"9,906","9,906",0,0,N,D,Y,,2025-04-26 10:40:07
275,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900076,IPLC/NGPL SIGOURNEY KEOKUK         ,6.0,13.0,"4,679","4,679",0,0,N,D,Y,,2025-04-26 10:40:07
276,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900077,IPLC/NGPL WHAT CHEER KEOKUK        ,6.0,13.0,"1,859","1,859",0,0,N,D,Y,,2025-04-26 10:40:07
277,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900078,MIDAMER/NGPL OTTUMWA #2 MAHASKA    ,6.0,13.0,"96,364","96,364",0,0,N,D,Y,,2025-04-26 10:40:07
278,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900079,MONTEZUM/NGPL MONTEZUMA MAHASKA    ,6.0,13.0,"3,487","3,487",0,"3,487",N,D,Y,,2025-04-26 10:40:07
279,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900080,MIDAMER/NGPL NEW SHARON MAHASKA    ,6.0,13.0,896,896,0,0,N,D,Y,,2025-04-26 10:40:07
280,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900081,MIDAMER/NGPL OTTUMWA #1 MAHASKA    ,6.0,13.0,"22,000","22,000",0,0,N,D,Y,,2025-04-26 10:40:07
281,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900082,MIDAMER/NGPL OSKALOOSA MAHASKA     ,6.0,13.0,"19,702","19,702",0,0,N,D,Y,,2025-04-26 10:40:07
282,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900083,MIDAMER/NGPL LEIGHTON MAHASKA      ,6.0,13.0,346,346,0,0,N,D,Y,,2025-04-26 10:40:07
283,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900084,IPLC/NGPL PELLA MAHASKA            ,6.0,13.0,"19,702","19,702",0,0,N,D,Y,,2025-04-26 10:40:07
284,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900085,MIDAMER/NGPL TRACY MARION          ,6.0,13.0,896,896,0,0,N,D,Y,,2025-04-26 10:40:07
285,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900086,MIDAMER/NGPL HARVEY MARION         ,6.0,13.0,391,391,0,0,N,D,Y,,2025-04-26 10:40:07
286,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900087,MIDAMER/NGPL ATTICA MARION         ,6.0,13.0,615,615,0,0,N,D,Y,,2025-04-26 10:40:07
287,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900088,IPLC/NGPL KNOXVILLE MARION         ,6.0,13.0,"6,897","6,897",0,0,N,D,Y,,2025-04-26 10:40:07
288,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900089,MIDAMER/NGPL MELCHER MARION        ,6.0,13.0,"1,805","1,805",0,0,N,D,Y,,2025-04-26 10:40:07
289,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900090,MIDAMER/NGPL PLEASANTVILLE MARION  ,6.0,13.0,845,845,0,0,N,D,Y,,2025-04-26 10:40:07
290,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900091,IPLC/NGPL CHARITON WARREN          ,6.0,13.0,"10,605","10,605",0,0,N,D,Y,,2025-04-26 10:40:07
291,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900092,MIDAMER/NGPL MILO WARREN           ,6.0,13.0,615,615,0,0,N,D,Y,,2025-04-26 10:40:07
292,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900093,MIDAMER/NGPL INDIANOLA WARREN      ,6.0,13.0,"20,097","20,097",0,0,N,D,Y,,2025-04-26 10:40:07
293,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900094,MIDAMER/NGPL MARTENSDALE WARREN    ,6.0,13.0,618,618,0,0,N,D,Y,,2025-04-26 10:40:07
294,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900095,IPLC/NGPL OSCEOLA WARREN           ,6.0,13.0,"1,088","1,088",0,0,N,D,Y,,2025-04-26 10:40:07
295,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900096,MIDAMER/NGPL ST CHARLES MADISON    ,6.0,13.0,391,391,0,0,N,D,Y,,2025-04-26 10:40:07
296,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900097,IPLC/NGPL TRURO MADISON            ,6.0,13.0,783,783,0,0,N,D,Y,,2025-04-26 10:40:07
297,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900098,MIDAMER/NGPL WINTERSET MADISON     ,6.0,13.0,"6,897","6,897",0,0,N,D,Y,,2025-04-26 10:40:07
298,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900099,IPLC/NGPL MADISO                   ,6.0,13.0,544,544,0,0,N,D,Y,,2025-04-26 10:40:07
299,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900100,GREEN VA/NGPL UN                   ,6.0,13.0,"14,942","14,942","4,000","10,942",N,D,Y,,2025-04-26 10:40:07
300,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900101,IPLC/NGPL SW FEDERATED UNION       ,6.0,13.0,"22,156","22,156",0,0,N,D,Y,,2025-04-26 10:40:07
301,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900102,IPLC/NGPL CRESTON UNION            ,6.0,13.0,"17,638","17,638",0,0,N,D,Y,,2025-04-26 10:40:07
302,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900103,MIDAMER/NGPL AFTON UNION           ,6.0,13.0,"1,889","1,889",0,0,N,D,Y,,2025-04-26 10:40:07
303,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900104,IPLC/NGPL GREENFIELD ADAIR         ,6.0,13.0,"5,058","5,058",0,0,N,D,Y,,2025-04-26 10:40:07
304,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900105,LENOX/NGPL ADAMS                   ,6.0,13.0,"3,389","3,389",771,"2,618",N,D,Y,,2025-04-26 10:40:07
305,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900106,BHSC/NGPL MASSENA ADAMS            ,6.0,13.0,"3,407","3,407",0,0,N,D,Y,,2025-04-26 10:40:07
306,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900107,CORNING/NGPL ADA                   ,6.0,13.0,"16,175","16,175","5,535","10,640",N,D,Y,,2025-04-26 10:40:07
307,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900109,IPLC/NGPL CLARINDA MONTGOMERY      ,6.0,13.0,"8,540","8,540",0,0,N,D,Y,,2025-04-26 10:40:07
308,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900110,MIDAMER/NGPL ELLIOTT MONTGOMERY    ,6.0,13.0,"1,435","1,435",0,0,N,D,Y,,2025-04-26 10:40:07
309,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900111,MIDAMER/NGPL RED OAK MONTGOMERY    ,6.0,13.0,"29,000","29,000",0,0,N,D,Y,,2025-04-26 10:40:07
310,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900112,MIDAMER/NGPL EMERSON MILLS         ,6.0,13.0,"1,212","1,212",0,0,N,D,Y,,2025-04-26 10:40:07
311,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900116,BHSC/NGPL MURRAY CASS              ,6.0,12.0,"3,474","3,474",0,0,N,D,Y,,2025-04-26 10:40:07
312,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900117,BHSC/NGPL AVOCA CASS               ,6.0,12.0,"3,217","3,217",0,0,N,D,Y,,2025-04-26 10:40:07
313,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900119,NEB CITY/NGPL UNADILLA OTOE        ,6.0,12.0,419,419,0,0,N,D,Y,,2025-04-26 10:40:07
314,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900121,BHSC/NGPL AGENDA REPUBLIC          ,2.0,11.0,343,343,3,340,N,D,Y,,2025-04-26 10:40:07
315,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900122,KGS/NGPL GLASCO CLOUD              ,2.0,11.0,771,771,27,744,N,D,Y,,2025-04-26 10:40:07
316,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900123,MWE/NGPL WILSON ELLSWORTH          ,2.0,11.0,926,926,59,867,N,D,Y,,2025-04-26 10:40:07
317,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900124,PAWNEE/NGPL MIDWEST ENERGY PAWNEE  ,2.0,11.0,"1,851","1,851",10,"1,841",N,D,Y,,2025-04-26 10:40:07
318,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900125,BHSC/NGPL OFFERLE EDWARDS          ,2.0,11.0,"19,009","19,009",0,0,N,D,Y,,2025-04-26 10:40:07
319,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900126,SPEARVIL/NGPL FO                   ,2.0,11.0,"1,234","1,234",173,"1,061",N,D,Y,,2025-04-26 10:40:07
320,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900127,CORN/NGPL WASHIT                   ,2.0,3.0,521,521,30,491,N,D,Y,,2025-04-26 10:40:07
321,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900130,NIPSCO/NGPL NORTH HAYDEN KANKAKEE  ,6.0,36.0,"614,000","614,000",0,0,N,D,Y,,2025-04-26 10:40:07
322,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900131,NICORGAS/NGPL MANTENO KANKAKEE     ,6.0,36.0,"83,240","83,240",0,0,N,D,Y,,2025-04-26 10:40:07
323,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900132,NICORGAS/NGPL CABERY KANKAKEE      ,6.0,34.0,"3,510","3,510",0,0,N,D,Y,,2025-04-26 10:40:07
324,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900133,NICORGAS/NGPL MINOOKA WILL         ,6.0,28.0,"13,820","13,820",0,0,N,D,Y,,2025-04-26 10:40:07
325,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900134,NICORGAS/NGPL DES PLAINES CHEM GRUN,6.0,28.0,"202,761","202,761",0,0,N,D,Y,,2025-04-26 10:40:07
326,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900135,NICORGAS/NGPL GOOSE LAKE GRUNDY    ,6.0,35.0,"1,463","1,463",0,0,N,D,Y,,2025-04-26 10:40:07
327,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900136,NICORGAS/NGPL SOUTH MORRIS GRUNDY  ,6.0,28.0,"3,740","3,740",0,0,N,D,Y,,2025-04-26 10:40:07
328,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900137,NICORGAS/NGPL MAZON GRUNDY         ,6.0,28.0,"1,091,783","1,091,783",0,0,N,D,Y,,2025-04-26 10:40:07
329,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900138,NICORGAS/NGPL DWIGHT LIVINGSTON    ,6.0,28.0,"14,660","14,660",0,0,N,D,Y,,2025-04-26 10:40:07
330,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900139,NICORGAS/NGPL SAUNEMIN LIVINGSTON  ,6.0,28.0,"3,590","3,590",0,0,N,D,Y,,2025-04-26 10:40:07
331,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900140,NICORGAS/NGPL PONTIAC LIVINGSTON   ,6.0,28.0,"1,680,913","1,680,913",0,0,N,D,Y,,2025-04-26 10:40:07
332,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900141,NICORGAS/NGPL FAIRBURY LIVINGSTON  ,6.0,28.0,"29,521","29,521",0,0,N,D,Y,,2025-04-26 10:40:07
333,4/2/2025 10:00 PM CCT,NATURAL GAS PIPELINE CO.,INTRADAY 3,Delivery Location,900142,NICORGAS/NGPL CROPSEY MC LEAN      ,6.0,28.0,"25,465","25,465",0,0,N,D,Y,,2025-04-26 10:40:07
